Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,HT_match_played,HT_current_standing,HT_past_standing,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate
2011-12-17,Blackburn,West Brom,1,2,A,74,74,15,10,43.0,22,34,-12,0.13333333333333333,15,15,47.0,14,23,-9,0.26666666666666666,0,0,0,0,0,0,0,0,0.2,0.2
2011-12-17,Everton,Norwich,1,1,D,77,72,14,16,54.0,15,18,-3,0.35714285714285715,15,19,42.0,24,28,-4,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4
2011-12-17,Fulham,Bolton,2,0,H,77,74,15,15,49.0,16,18,-2,0.2,15,9,,20,36,-16,0.2,0,0,0,0,0,0,1,0,0.2,0.2
2011-12-17,Newcastle,Swansea,0,0,D,77,73,15,26,46.0,21,19,2,0.4666666666666667,15,17,71.0,16,20,-4,0.26666666666666666,0,0,0,0,0,0,0,0,0.2,0.2
2011-12-17,Wigan,Chelsea,1,1,D,72,83,15,12,42.0,14,29,-15,0.2,15,31,46.0,33,18,15,0.6666666666666666,0,0,0,0,1,0,0,0,0.4,0.8
2011-12-17,Wolves,Stoke,1,2,A,75,76,15,14,43.0,16,28,-12,0.26666666666666666,15,21,46.0,16,24,-8,0.4,0,0,0,0,1,0,0,0,0.4,0.6
2011-12-18,Aston Villa,Liverpool,0,2,A,76,81,15,19,49.0,18,19,-1,0.26666666666666666,15,26,58.0,18,13,5,0.4666666666666667,0,0,0,0,0,0,0,0,0.4,0.4
2011-12-18,Man City,Arsenal,1,0,H,83,81,15,38,71.0,49,15,34,0.8,15,29,46.0,31,23,8,0.6,0,0,0,0,0,0,0,0,0.6,0.8
2011-12-18,QPR,Man United,0,2,A,76,83,15,16,,15,26,-11,0.26666666666666666,15,36,47.0,35,14,21,0.7333333333333333,0,0,0,0,0,0,0,0,0.2,0.8
2011-12-18,Tottenham,Sunderland,1,0,H,81,76,14,31,80.0,30,18,12,0.7142857142857143,15,14,58.0,18,18,0,0.2,0,0,0,0,0,0,0,0,0.8,0.2
2011-12-20,Blackburn,Bolton,1,2,A,74,74,16,10,43.0,23,36,-13,0.125,16,9,,20,38,-18,0.1875,0,0,0,0,0,0,1,1,0.2,0.0
2011-12-20,Wolves,Norwich,2,2,D,75,72,16,14,43.0,17,30,-13,0.25,16,20,42.0,25,29,-4,0.3125,0,0,0,0,0,0,0,0,0.2,0.4
2011-12-21,Aston Villa,Arsenal,1,2,A,76,81,16,19,49.0,18,21,-3,0.25,16,29,46.0,31,24,7,0.5625,0,0,0,0,0,0,0,0,0.2,0.6
2011-12-21,Everton,Swansea,1,0,H,77,73,15,17,54.0,16,19,-3,0.3333333333333333,16,18,71.0,16,20,-4,0.25,0,0,0,0,0,0,0,0,0.4,0.2
2011-12-21,Fulham,Man United,0,5,A,77,83,16,18,49.0,18,18,0,0.25,16,39,47.0,37,14,23,0.75,0,0,0,0,1,0,0,0,0.4,0.8
2011-12-21,Man City,Stoke,3,0,H,83,76,16,41,71.0,50,15,35,0.8125,16,24,46.0,18,25,-7,0.4375,0,0,0,0,1,0,0,0,0.6,0.8
2011-12-21,Newcastle,West Brom,2,3,A,77,74,16,27,46.0,21,19,2,0.4375,16,18,47.0,16,24,-8,0.3125,0,0,0,0,0,0,0,0,0.0,0.4
2011-12-21,QPR,Sunderland,2,3,A,76,76,16,16,,15,28,-13,0.25,16,14,58.0,18,19,-1,0.1875,0,0,0,0,0,0,0,0,0.2,0.2
2011-12-21,Wigan,Liverpool,0,0,D,72,81,16,13,42.0,15,30,-15,0.1875,16,29,58.0,20,13,7,0.5,0,0,0,0,0,0,0,0,0.4,0.6
2011-12-22,Tottenham,Chelsea,1,1,D,81,83,15,34,80.0,31,18,13,0.7333333333333333,16,32,46.0,34,19,15,0.625,0,0,0,0,0,0,0,0,0.8,0.6
2011-12-26,Bolton,Newcastle,0,2,A,74,77,17,12,,22,39,-17,0.23529411764705882,17,27,46.0,23,22,1,0.4117647058823529,0,0,0,0,0,0,0,0,0.2,0.0
2011-12-26,Chelsea,Fulham,1,1,D,83,77,17,33,46.0,35,20,15,0.5882352941176471,17,18,49.0,18,23,-5,0.23529411764705882,0,0,0,0,0,0,0,0,0.6,0.4
2011-12-26,Liverpool,Blackburn,1,1,D,81,74,17,30,58.0,20,13,7,0.47058823529411764,17,10,43.0,24,38,-14,0.11764705882352941,0,0,0,0,0,0,1,0,0.4,0.2
2011-12-26,Man United,Wigan,5,0,H,83,72,17,42,47.0,42,14,28,0.7647058823529411,17,14,42.0,15,30,-15,0.17647058823529413,1,0,0,0,0,0,0,0,0.8,0.4
2011-12-26,Stoke,Aston Villa,0,0,D,76,76,17,24,46.0,18,28,-10,0.4117647058823529,17,19,49.0,19,23,-4,0.23529411764705882,0,0,0,0,0,0,0,0,0.8,0.2
2011-12-26,Sunderland,Everton,1,1,D,76,77,17,17,58.0,21,21,0,0.23529411764705882,16,20,54.0,17,19,-2,0.375,0,0,0,0,0,0,0,0,0.4,0.4
2011-12-26,West Brom,Man City,0,0,D,74,83,17,21,47.0,19,26,-7,0.35294117647058826,17,44,71.0,53,15,38,0.8235294117647058,0,0,0,0,0,0,0,0,0.4,0.6
2011-12-27,Arsenal,Wolves,1,1,D,81,75,17,32,46.0,33,25,8,0.5882352941176471,17,15,43.0,19,32,-13,0.23529411764705882,0,0,0,0,0,0,0,0,0.6,0.2
2011-12-27,Norwich,Tottenham,0,2,A,72,81,17,21,42.0,27,31,-4,0.29411764705882354,16,35,80.0,32,19,13,0.6875,0,0,0,0,0,0,0,0,0.4,0.6
2011-12-27,Swansea,QPR,1,1,D,73,76,17,18,71.0,16,21,-5,0.23529411764705882,17,16,,17,31,-14,0.23529411764705882,0,0,0,0,0,0,1,0,0.2,0.0
2011-12-30,Liverpool,Newcastle,3,1,H,81,77,18,31,58.0,21,14,7,0.4444444444444444,18,30,46.0,25,22,3,0.4444444444444444,0,0,0,0,0,0,0,0,0.4,0.2
2011-12-31,Arsenal,QPR,1,0,H,81,76,18,33,46.0,34,26,8,0.5555555555555556,18,17,,18,32,-14,0.2222222222222222,0,0,0,0,0,0,0,0,0.6,0.0
2011-12-31,Bolton,Wolves,1,1,D,74,75,18,12,,22,41,-19,0.2222222222222222,18,16,43.0,20,33,-13,0.2222222222222222,0,0,0,0,0,0,0,0,0.2,0.2
2011-12-31,Chelsea,Aston Villa,1,3,A,83,76,18,34,46.0,36,21,15,0.5555555555555556,18,20,49.0,19,23,-4,0.2222222222222222,0,0,0,0,0,0,0,0,0.4,0.2
2011-12-31,Man United,Blackburn,2,3,A,83,74,18,45,47.0,47,14,33,0.7777777777777778,18,11,43.0,25,39,-14,0.1111111111111111,1,1,0,0,0,0,0,0,1.0,0.2
2011-12-31,Norwich,Fulham,1,1,D,72,77,18,21,42.0,27,33,-6,0.2777777777777778,18,19,49.0,19,24,-5,0.2222222222222222,0,0,0,0,0,0,0,0,0.2,0.4
2011-12-31,Stoke,Wigan,2,2,D,76,72,18,25,46.0,18,28,-10,0.3888888888888889,18,14,42.0,15,35,-20,0.16666666666666666,0,0,0,0,0,0,0,0,0.6,0.2
2011-12-31,Swansea,Tottenham,1,1,D,73,81,18,19,71.0,17,22,-5,0.2222222222222222,17,38,80.0,34,19,15,0.7058823529411765,0,0,0,0,0,0,0,0,0.2,0.6
2012-01-01,Sunderland,Man City,1,0,H,76,83,18,18,58.0,22,22,0,0.2222222222222222,18,45,71.0,53,15,38,0.7777777777777778,0,0,0,0,0,0,0,0,0.4,0.6
2012-01-01,West Brom,Everton,0,1,A,74,77,18,22,47.0,19,26,-7,0.3333333333333333,17,21,54.0,18,20,-2,0.35294117647058826,0,0,0,0,0,0,0,0,0.4,0.2
2012-01-02,Aston Villa,Swansea,0,2,A,76,73,19,23,49.0,22,24,-2,0.2631578947368421,19,20,71.0,18,23,-5,0.21052631578947367,0,0,0,0,0,0,0,0,0.4,0.2
2012-01-02,Blackburn,Stoke,1,2,A,74,76,19,14,43.0,28,41,-13,0.15789473684210525,19,26,46.0,20,30,-10,0.3684210526315789,0,0,0,0,0,0,0,0,0.2,0.4
2012-01-02,Fulham,Arsenal,2,1,H,77,81,19,20,49.0,20,25,-5,0.21052631578947367,19,36,46.0,35,26,9,0.5789473684210527,0,0,0,0,0,0,0,0,0.2,0.6
2012-01-02,QPR,Norwich,1,2,A,76,72,19,17,,18,33,-15,0.21052631578947367,19,22,42.0,28,34,-6,0.2631578947368421,0,0,0,0,0,0,0,0,0.0,0.2
2012-01-02,Wolves,Chelsea,1,2,A,75,83,19,17,43.0,21,34,-13,0.21052631578947367,19,34,46.0,37,24,13,0.5263157894736842,0,0,0,0,0,0,0,0,0.0,0.2
2012-01-03,Man City,Liverpool,3,0,H,83,81,19,45,71.0,53,16,37,0.7368421052631579,19,34,58.0,24,15,9,0.47368421052631576,0,0,0,0,0,0,0,0,0.4,0.6
2012-01-03,Tottenham,West Brom,1,0,H,81,74,18,39,80.0,35,20,15,0.6666666666666666,19,22,47.0,19,27,-8,0.3157894736842105,0,0,0,0,0,0,0,0,0.4,0.4
2012-01-03,Wigan,Sunderland,1,4,A,72,76,19,15,42.0,17,37,-20,0.15789473684210525,19,21,58.0,23,22,1,0.2631578947368421,0,0,0,0,0,0,0,0,0.2,0.6
2012-01-04,Everton,Bolton,1,2,A,77,74,18,24,54.0,19,20,-1,0.3888888888888889,19,13,,23,42,-19,0.21052631578947367,0,0,0,0,0,0,0,0,0.4,0.2
2012-01-04,Newcastle,Man United,3,0,H,77,83,19,30,46.0,26,25,1,0.42105263157894735,19,45,47.0,49,17,32,0.7368421052631579,0,0,0,0,0,0,0,0,0.2,0.8
2012-01-11,Tottenham,Everton,2,0,H,81,77,19,42,80.0,36,20,16,0.6842105263157895,19,24,54.0,20,22,-2,0.3684210526315789,0,0,0,0,0,0,0,0,0.6,0.4
2012-01-14,Aston Villa,Everton,1,1,D,76,77,20,23,49.0,22,26,-4,0.25,20,24,54.0,20,24,-4,0.35,0,0,0,0,0,0,0,0,0.2,0.4
2012-01-14,Blackburn,Fulham,3,1,H,74,77,20,14,43.0,29,43,-14,0.15,20,23,49.0,22,26,-4,0.25,0,0,0,0,0,0,0,0,0.2,0.4
2012-01-14,Chelsea,Sunderland,1,0,H,83,76,20,37,46.0,39,25,14,0.55,20,24,58.0,27,23,4,0.3,0,0,0,0,0,0,0,0,0.2,0.6
2012-01-14,Liverpool,Stoke,0,0,D,81,76,20,34,58.0,24,18,6,0.45,20,29,46.0,22,31,-9,0.4,0,0,0,0,0,0,0,0,0.4,0.4
2012-01-14,Man United,Bolton,3,0,H,83,74,20,45,47.0,49,20,29,0.7,20,16,,25,43,-18,0.25,0,0,0,0,0,0,0,0,0.6,0.4
2012-01-14,Tottenham,Wolves,1,1,D,81,75,20,45,80.0,38,20,18,0.7,20,17,43.0,22,36,-14,0.2,0,0,0,0,0,0,0,0,0.6,0.0
2012-01-14,West Brom,Norwich,1,2,A,74,72,20,22,47.0,19,28,-9,0.3,20,25,42.0,30,35,-5,0.3,0,0,0,0,0,0,0,0,0.4,0.2
2012-01-15,Newcastle,QPR,1,0,H,77,76,20,33,46.0,29,25,4,0.45,20,17,,19,35,-16,0.2,0,0,0,0,0,0,0,0,0.4,0.0
2012-01-15,Swansea,Arsenal,3,2,H,73,81,20,23,71.0,20,23,-3,0.25,20,36,46.0,36,28,8,0.55,0,0,0,0,0,0,0,0,0.2,0.4
2012-01-16,Wigan,Man City,0,1,A,72,83,20,15,42.0,18,41,-23,0.15,20,48,71.0,56,16,40,0.75,0,0,0,0,0,0,0,0,0.0,0.6
2012-01-21,Bolton,Liverpool,3,1,H,74,81,21,16,,25,46,-21,0.23809523809523808,21,35,58.0,24,18,6,0.42857142857142855,0,0,0,0,0,0,0,0,0.4,0.2
2012-01-21,Everton,Blackburn,1,1,D,77,74,21,25,54.0,21,25,-4,0.3333333333333333,21,17,43.0,32,44,-12,0.19047619047619047,0,0,0,0,0,0,0,0,0.2,0.4
2012-01-21,Fulham,Newcastle,5,2,H,77,77,21,23,49.0,23,29,-6,0.23809523809523808,21,36,46.0,30,25,5,0.47619047619047616,0,0,0,0,0,0,0,0,0.2,0.6
2012-01-21,Norwich,Chelsea,0,0,D,72,83,21,28,42.0,32,36,-4,0.3333333333333333,21,40,46.0,40,25,15,0.5714285714285714,0,0,0,0,0,0,0,0,0.4,0.4
2012-01-21,QPR,Wigan,3,1,H,76,72,21,17,,19,36,-17,0.19047619047619047,21,15,42.0,18,42,-24,0.14285714285714285,0,0,1,0,0,0,0,0,0.0,0.0
2012-01-21,Stoke,West Brom,1,2,A,76,74,21,30,46.0,22,31,-9,0.38095238095238093,21,22,47.0,20,30,-10,0.2857142857142857,0,0,0,0,0,0,1,0,0.2,0.2
2012-01-21,Sunderland,Swansea,2,0,H,76,73,21,24,58.0,27,24,3,0.2857142857142857,21,26,71.0,23,25,-2,0.2857142857142857,0,0,0,0,0,0,0,0,0.6,0.4
2012-01-21,Wolves,Aston Villa,2,3,A,75,76,21,18,43.0,23,37,-14,0.19047619047619047,21,24,49.0,23,27,-4,0.23809523809523808,0,0,0,0,0,0,0,0,0.0,0.2
2012-01-22,Arsenal,Man United,1,2,A,81,83,21,36,46.0,38,31,7,0.5238095238095238,21,48,47.0,52,20,32,0.7142857142857143,0,0,0,0,0,0,0,0,0.4,0.6
2012-01-22,Man City,Tottenham,3,2,H,83,81,21,51,71.0,57,16,41,0.7619047619047619,21,46,80.0,39,21,18,0.6666666666666666,0,0,0,0,0,0,0,0,0.6,0.6
2012-01-31,Everton,Man City,1,0,H,77,83,22,26,54.0,22,26,-4,0.3181818181818182,22,54,71.0,60,18,42,0.7727272727272727,0,0,0,0,1,0,0,0,0.2,0.6
2012-01-31,Man United,Stoke,2,0,H,83,76,22,51,47.0,54,21,33,0.7272727272727273,22,30,46.0,23,33,-10,0.36363636363636365,0,0,0,0,0,0,0,0,0.6,0.2
2012-01-31,Swansea,Chelsea,1,1,D,73,83,22,26,71.0,23,27,-4,0.2727272727272727,22,41,46.0,40,25,15,0.5454545454545454,0,0,0,0,0,0,0,0,0.4,0.4
2012-01-31,Tottenham,Wigan,3,1,H,81,72,22,46,80.0,41,24,17,0.6363636363636364,22,15,42.0,19,45,-26,0.13636363636363635,0,0,0,0,0,0,1,0,0.4,0.0
2012-01-31,Wolves,Liverpool,0,3,A,75,81,22,18,43.0,25,40,-15,0.18181818181818182,22,35,58.0,25,21,4,0.4090909090909091,0,0,0,0,0,0,0,0,0.0,0.2
2012-02-01,Aston Villa,QPR,2,2,D,76,76,22,27,49.0,26,29,-3,0.2727272727272727,22,20,,22,37,-15,0.22727272727272727,0,0,0,0,0,0,0,0,0.4,0.2
2012-02-01,Blackburn,Newcastle,0,2,A,74,77,22,18,43.0,33,45,-12,0.18181818181818182,22,36,46.0,32,30,2,0.45454545454545453,0,0,0,0,0,0,0,0,0.4,0.6
2012-02-01,Bolton,Arsenal,0,0,D,74,81,22,19,,28,47,-19,0.2727272727272727,22,36,46.0,39,33,6,0.5,0,0,0,0,0,0,1,0,0.4,0.2
2012-02-01,Fulham,West Brom,1,1,D,77,74,22,26,49.0,28,31,-3,0.2727272727272727,22,25,47.0,22,31,-9,0.3181818181818182,0,0,0,0,0,0,0,0,0.4,0.2
2012-02-01,Sunderland,Norwich,3,0,H,76,72,22,27,58.0,29,24,5,0.3181818181818182,22,29,42.0,32,36,-4,0.3181818181818182,0,0,0,0,0,0,0,0,0.6,0.4
2012-02-04,Arsenal,Blackburn,7,1,H,81,74,23,37,46.0,39,33,6,0.4782608695652174,23,18,43.0,33,47,-14,0.17391304347826086,0,0,0,0,0,0,0,0,0.2,0.4
2012-02-04,Man City,Fulham,3,0,H,83,77,23,54,71.0,60,19,41,0.7391304347826086,23,27,49.0,29,32,-3,0.2608695652173913,0,0,0,0,0,0,0,0,0.6,0.4
2012-02-04,Norwich,Bolton,2,0,H,72,74,23,29,42.0,32,39,-7,0.30434782608695654,23,20,,28,47,-19,0.2608695652173913,0,0,0,0,0,0,0,0,0.4,0.4
2012-02-04,QPR,Wolves,1,2,A,76,75,23,21,,24,39,-15,0.21739130434782608,23,18,43.0,25,43,-18,0.17391304347826086,0,0,0,0,0,0,0,0,0.2,0.0
2012-02-04,Stoke,Sunderland,0,1,A,76,76,23,30,46.0,23,35,-12,0.34782608695652173,23,30,58.0,32,24,8,0.34782608695652173,0,0,0,0,0,0,0,0,0.2,0.8
2012-02-04,West Brom,Swansea,1,2,A,74,73,23,26,47.0,23,32,-9,0.30434782608695654,23,27,71.0,24,28,-4,0.2608695652173913,0,0,0,0,0,0,0,0,0.2,0.4
2012-02-04,Wigan,Everton,1,1,D,72,77,23,15,42.0,20,48,-28,0.13043478260869565,23,29,54.0,23,26,-3,0.34782608695652173,0,0,1,0,0,0,0,0,0.0,0.2
2012-02-05,Chelsea,Man United,3,3,D,83,83,23,42,46.0,41,26,15,0.5217391304347826,23,54,47.0,56,21,35,0.7391304347826086,0,0,0,0,1,0,0,0,0.4,0.6
2012-02-05,Newcastle,Aston Villa,2,1,H,77,76,23,39,46.0,34,30,4,0.4782608695652174,23,28,49.0,28,31,-3,0.2608695652173913,0,0,0,0,0,0,0,0,0.6,0.4
2012-02-06,Liverpool,Tottenham,0,0,D,81,81,23,38,58.0,28,21,7,0.43478260869565216,23,49,80.0,44,25,19,0.6521739130434783,0,0,0,0,0,0,0,0,0.4,0.6
2012-02-11,Blackburn,QPR,3,2,H,74,76,24,18,43.0,34,54,-20,0.16666666666666666,24,21,,25,41,-16,0.20833333333333334,0,0,0,0,0,0,0,0,0.2,0.2
2012-02-11,Bolton,Wigan,1,2,A,74,72,24,20,,28,49,-21,0.25,24,16,42.0,21,49,-28,0.125,0,0,0,0,0,0,0,0,0.4,0.0
2012-02-11,Everton,Chelsea,2,0,H,77,83,24,30,54.0,24,27,-3,0.3333333333333333,24,43,46.0,44,29,15,0.5,0,0,0,0,0,0,0,0,0.2,0.4
2012-02-11,Fulham,Stoke,2,1,H,77,76,24,27,49.0,29,35,-6,0.25,24,30,46.0,23,36,-13,0.3333333333333333,0,0,0,0,0,0,1,0,0.4,0.2
2012-02-11,Man United,Liverpool,2,1,H,83,81,24,55,47.0,59,24,35,0.7083333333333334,24,39,58.0,28,21,7,0.4166666666666667,0,0,0,0,0,0,0,0,0.6,0.2
2012-02-11,Sunderland,Arsenal,1,2,A,76,81,24,33,58.0,33,24,9,0.375,24,40,46.0,46,34,12,0.5,1,0,0,0,0,0,0,0,0.8,0.2
2012-02-11,Swansea,Norwich,2,3,A,73,72,24,30,71.0,26,29,-3,0.2916666666666667,24,32,42.0,34,39,-5,0.3333333333333333,0,0,0,0,0,0,0,0,0.6,0.6
2012-02-11,Tottenham,Newcastle,5,0,H,81,77,24,50,80.0,44,25,19,0.625,24,42,46.0,36,31,5,0.5,0,0,0,0,0,0,0,0,0.4,0.8
2012-02-12,Aston Villa,Man City,0,1,A,76,83,24,28,49.0,29,33,-4,0.25,24,57,71.0,63,19,44,0.75,0,0,0,0,0,0,0,0,0.2,0.8
2012-02-12,Wolves,West Brom,1,5,A,75,74,24,21,43.0,27,44,-17,0.20833333333333334,24,26,47.0,24,34,-10,0.2916666666666667,0,0,0,0,0,0,0,0,0.2,0.2
2012-02-25,Chelsea,Bolton,3,0,H,83,74,25,43,46.0,44,31,13,0.48,25,20,,29,51,-22,0.24,0,0,0,0,0,0,0,0,0.2,0.2
2012-02-25,Man City,Blackburn,3,0,H,83,74,25,60,71.0,64,19,45,0.76,25,21,43.0,37,56,-19,0.2,0,0,0,0,0,0,0,0,0.8,0.4
2012-02-25,Newcastle,Wolves,2,2,D,77,75,25,42,46.0,36,36,0,0.48,25,21,43.0,28,49,-21,0.2,0,0,0,0,0,0,0,0,0.6,0.2
2012-02-25,QPR,Fulham,0,1,A,76,77,25,21,,27,44,-17,0.2,25,30,49.0,31,36,-5,0.28,0,0,0,0,0,0,0,0,0.2,0.4
2012-02-25,West Brom,Sunderland,4,0,H,74,76,25,29,47.0,29,35,-6,0.32,25,33,58.0,34,26,8,0.36,0,0,0,0,0,0,0,0,0.4,0.6
2012-02-25,Wigan,Aston Villa,0,0,D,72,76,25,19,42.0,23,50,-27,0.16,25,28,49.0,29,34,-5,0.24,0,0,0,0,0,0,0,0,0.2,0.2
2012-02-26,Arsenal,Tottenham,5,2,H,81,81,25,43,46.0,48,35,13,0.52,25,53,80.0,49,25,24,0.64,0,0,0,0,0,0,0,0,0.4,0.4
2012-02-26,Norwich,Man United,1,2,A,72,83,25,35,42.0,37,41,-4,0.36,25,58,47.0,61,25,36,0.72,0,0,0,0,0,0,0,0,0.6,0.8
2012-02-26,Stoke,Swansea,2,0,H,76,73,25,30,46.0,24,38,-14,0.32,25,30,71.0,28,32,-4,0.28,0,0,1,0,0,0,0,0,0.0,0.4
2012-03-03,Blackburn,Aston Villa,1,1,D,74,76,26,21,43.0,37,59,-22,0.19230769230769232,26,29,49.0,29,34,-5,0.23076923076923078,0,0,0,0,0,0,0,0,0.2,0.2
2012-03-03,Liverpool,Arsenal,1,2,A,81,81,25,39,58.0,29,23,6,0.4,26,46,46.0,53,37,16,0.5384615384615384,0,0,0,0,1,0,0,0,0.2,0.6
2012-03-03,Man City,Bolton,2,0,H,83,74,26,63,71.0,67,19,48,0.7692307692307693,26,20,,29,54,-25,0.23076923076923078,1,0,0,0,0,0,1,0,0.8,0.2
2012-03-03,QPR,Everton,1,1,D,76,77,26,21,,27,45,-18,0.19230769230769232,25,33,54.0,26,27,-1,0.36,0,0,1,0,0,0,0,0,0.2,0.4
2012-03-03,Stoke,Norwich,1,0,H,76,72,26,33,46.0,26,38,-12,0.34615384615384615,26,35,42.0,38,43,-5,0.34615384615384615,0,0,0,0,0,0,0,0,0.2,0.4
2012-03-03,West Brom,Chelsea,1,0,H,74,83,26,32,47.0,33,35,-2,0.34615384615384615,26,46,46.0,47,31,16,0.5,0,0,0,0,0,0,0,0,0.6,0.2
2012-03-03,Wigan,Swansea,0,2,A,72,73,26,20,42.0,23,50,-27,0.15384615384615385,26,30,71.0,28,34,-6,0.2692307692307692,0,0,0,0,0,0,0,0,0.2,0.2
2012-03-04,Fulham,Wolves,5,0,H,77,75,26,33,49.0,32,36,-4,0.3076923076923077,26,22,43.0,30,51,-21,0.19230769230769232,0,0,0,0,0,0,0,0,0.6,0.2
2012-03-04,Newcastle,Sunderland,1,1,D,77,76,26,43,46.0,38,38,0,0.46153846153846156,26,33,58.0,34,30,4,0.34615384615384615,0,0,0,0,0,0,0,0,0.4,0.6
2012-03-04,Tottenham,Man United,1,3,A,81,83,26,53,80.0,51,30,21,0.6153846153846154,26,61,47.0,63,26,37,0.7307692307692307,0,0,0,0,0,0,0,0,0.4,0.8
2012-03-10,Aston Villa,Fulham,1,0,H,76,77,27,30,49.0,30,35,-5,0.2222222222222222,27,36,49.0,37,36,1,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,0.6
2012-03-10,Bolton,QPR,2,1,H,74,76,27,20,,29,56,-27,0.2222222222222222,27,22,,28,46,-18,0.18518518518518517,0,0,1,0,0,0,0,0,0.0,0.0
2012-03-10,Chelsea,Stoke,1,0,H,83,76,27,46,46.0,47,32,15,0.48148148148148145,27,36,46.0,27,38,-11,0.37037037037037035,0,0,0,0,0,0,0,0,0.2,0.4
2012-03-10,Everton,Tottenham,1,0,H,77,81,26,34,54.0,27,28,-1,0.34615384615384615,27,53,80.0,52,33,19,0.5925925925925926,0,0,0,0,0,0,0,0,0.4,0.4
2012-03-10,Sunderland,Liverpool,1,0,H,76,81,27,34,58.0,35,31,4,0.3333333333333333,26,39,58.0,30,25,5,0.38461538461538464,0,0,0,0,0,0,0,0,0.4,0.2
2012-03-10,Wolves,Blackburn,0,2,A,75,74,27,22,43.0,30,56,-26,0.18518518518518517,27,22,43.0,38,60,-22,0.18518518518518517,0,0,0,0,0,0,0,0,0.2,0.2
2012-03-11,Man United,West Brom,2,0,H,83,74,27,64,47.0,66,27,39,0.7407407407407407,27,35,47.0,34,35,-1,0.37037037037037035,1,0,0,0,1,0,0,0,0.8,0.6
2012-03-11,Norwich,Wigan,1,1,D,72,72,27,35,42.0,38,44,-6,0.3333333333333333,27,20,42.0,23,52,-29,0.14814814814814814,0,0,0,0,0,0,0,0,0.4,0.2
2012-03-11,Swansea,Man City,1,0,H,73,83,27,33,71.0,30,34,-4,0.2962962962962963,27,66,71.0,69,19,50,0.7777777777777778,0,0,0,0,1,0,0,0,0.4,0.8
2012-03-12,Arsenal,Newcastle,2,1,H,81,77,27,49,46.0,55,38,17,0.5555555555555556,27,44,46.0,39,39,0,0.4444444444444444,1,0,0,0,0,0,0,0,0.8,0.4
2012-03-13,Liverpool,Everton,3,0,H,81,77,27,39,58.0,30,26,4,0.37037037037037035,27,37,54.0,28,28,0,0.37037037037037035,0,0,1,0,0,0,0,0,0.2,0.6
2012-03-17,Fulham,Swansea,0,3,A,77,73,28,36,49.0,37,37,0,0.32142857142857145,28,36,71.0,31,34,-3,0.32142857142857145,0,0,0,0,0,0,0,0,0.6,0.6
2012-03-17,Wigan,West Brom,1,1,D,72,74,28,21,42.0,24,53,-29,0.14285714285714285,28,35,47.0,34,37,-3,0.35714285714285715,0,0,0,0,0,0,0,0,0.2,0.6
2012-03-18,Newcastle,Norwich,1,0,H,77,72,28,44,46.0,40,41,-1,0.42857142857142855,28,36,42.0,39,45,-6,0.32142857142857145,0,0,0,0,0,0,0,0,0.2,0.4
2012-03-18,Wolves,Man United,0,5,A,75,83,28,22,43.0,30,58,-28,0.17857142857142858,28,67,47.0,68,27,41,0.75,0,0,0,0,1,0,0,0,0.2,0.8
2012-03-20,Blackburn,Sunderland,2,0,H,74,76,28,25,43.0,40,60,-20,0.21428571428571427,28,37,58.0,36,31,5,0.35714285714285715,0,0,0,0,0,0,0,0,0.4,0.4
2012-03-21,Everton,Arsenal,0,1,A,77,81,28,37,54.0,28,31,-3,0.35714285714285715,28,52,46.0,57,39,18,0.5714285714285714,0,0,0,0,1,1,0,0,0.4,1.0
2012-03-21,Man City,Chelsea,2,1,H,83,83,28,66,71.0,69,20,49,0.75,28,49,46.0,48,32,16,0.5,0,0,0,0,0,0,0,0,0.8,0.4
2012-03-21,QPR,Liverpool,3,2,H,76,81,28,22,,29,48,-19,0.17857142857142858,28,42,58.0,33,26,7,0.39285714285714285,0,0,0,0,0,0,0,0,0.0,0.2
2012-03-21,Tottenham,Stoke,1,1,D,81,76,28,53,80.0,52,34,18,0.5714285714285714,28,36,46.0,27,39,-12,0.35714285714285715,0,0,1,0,0,0,0,0,0.2,0.4
2012-03-24,Arsenal,Aston Villa,3,0,H,81,76,29,55,46.0,58,39,19,0.5862068965517241,28,33,49.0,31,35,-4,0.25,1,1,0,0,0,0,0,0,1.0,0.2
2012-03-24,Bolton,Blackburn,2,1,H,74,74,28,23,,31,57,-26,0.25,29,28,43.0,42,60,-18,0.2413793103448276,0,0,0,0,0,0,0,0,0.2,0.6
2012-03-24,Chelsea,Tottenham,0,0,D,83,81,29,49,46.0,49,34,15,0.4827586206896552,29,54,80.0,53,35,18,0.5517241379310345,0,0,0,0,0,0,0,0,0.4,0.2
2012-03-24,Liverpool,Wigan,1,2,A,81,72,29,42,58.0,35,29,6,0.3793103448275862,29,22,42.0,25,54,-29,0.13793103448275862,0,0,0,0,0,0,0,0,0.2,0.2
